x,operator,y,=,z
86,-,37,=,49
72,/,8,=,9
67,+,39,=,106
20,+,64,=,84
75,+,82,=,157
33,/,11,=,3
36,-,30,=,6
80,-,68,=,12
69,*,79,=,5451
45,/,3,=,15
43,/,1,=,43
72,+,23,=,95
62,-,50,=,12
41,/,1,=,41
32,/,2,=,16
76,+,11,=,87
100,+,64,=,164
33,-,47,=,-14
74,+,9,=,83
6,+,43,=,49
78,+,74,=,152
45,-,73,=,-28
44,-,89,=,-45
85,+,74,=,159
64,-,39,=,25
60,-,17,=,43
2,-,59,=,-57
32,+,84,=,116
46,*,68,=,3128
29,*,62,=,1798
68,-,96,=,-28
57,+,4,=,61
56,/,7,=,8
11,*,29,=,319
85,+,80,=,165
60,-,86,=,-26
48,/,24,=,2
61,*,23,=,1403
61,/,61,=,1
52,/,4,=,13
79,*,39,=,3081
86,+,31,=,117
80,-,70,=,10
49,/,7,=,7
66,/,11,=,6
64,/,1,=,64
88,*,40,=,3520
12,-,95,=,-83
91,-,8,=,83
28,+,70,=,98
8,*,72,=,576
67,/,67,=,1
34,/,34,=,1
16,*,93,=,1488
80,-,64,=,16
64,*,33,=,2112
93,-,94,=,-1
49,/,1,=,49
33,+,63,=,96
18,+,3,=,21
10,+,35,=,45
75,+,99,=,174
86,*,92,=,7912
43,+,24,=,67
64,+,47,=,111
87,/,29,=,3
95,*,53,=,5035
42,*,57,=,2394
79,/,1,=,79
35,*,12,=,420
28,+,99,=,127
4,/,2,=,2
77,+,37,=,114
80,-,44,=,36
69,*,26,=,1794
98,/,2,=,49
75,-,11,=,64
69,-,23,=,46
32,+,54,=,86
41,-,49,=,-8
46,*,11,=,506
54,/,3,=,18
90,-,82,=,8
80,-,36,=,44
1,-,12,=,-11
3,+,54,=,57
51,-,34,=,17
74,*,70,=,5180
47,-,45,=,2
18,+,63,=,81
45,-,68,=,-23
21,/,7,=,3
63,+,63,=,126
68,+,92,=,160
47,-,4,=,43
18,/,2,=,9
3,*,11,=,33
80,/,40,=,2
59,-,85,=,-26
1,/,1,=,1
47,/,47,=,1
13,*,12,=,156
4,+,55,=,59
95,*,92,=,8740
31,-,34,=,-3
16,-,57,=,-41
71,-,12,=,59
27,*,74,=,1998
76,*,60,=,4560
35,-,1,=,34
60,/,2,=,30
7,*,3,=,21
39,/,1,=,39
35,-,25,=,10
42,-,91,=,-49
42,-,54,=,-12
8,*,89,=,712
66,/,2,=,33
92,*,20,=,1840
72,/,8,=,9
77,/,77,=,1
18,-,10,=,8
30,+,79,=,109
7,+,23,=,30
36,/,2,=,18
52,+,96,=,148
95,+,65,=,160
61,/,1,=,61
48,-,18,=,30
47,-,59,=,-12
56,*,52,=,2912
23,*,5,=,115
96,+,70,=,166
43,+,9,=,52
100,/,100,=,1
39,*,11,=,429
2,/,1,=,2
89,*,91,=,8099
12,+,42,=,54
35,+,35,=,70
23,-,63,=,-40
58,/,1,=,58
18,*,18,=,324
69,*,93,=,6417
25,+,26,=,51
23,-,90,=,-67
26,-,58,=,-32
9,*,13,=,117
98,+,99,=,197
83,/,83,=,1
23,/,1,=,23
4,*,19,=,76
64,*,43,=,2752
18,/,3,=,6
84,-,52,=,32
97,/,97,=,1
2,-,92,=,-90
74,-,25,=,49
51,*,53,=,2703
65,*,48,=,3120
6,*,31,=,186
29,+,62,=,91
13,-,50,=,-37
81,+,61,=,142
41,*,58,=,2378
89,-,82,=,7
82,*,14,=,1148
78,-,65,=,13
96,/,96,=,1
39,/,13,=,3
92,-,25,=,67
3,/,1,=,3
40,*,33,=,1320
31,+,77,=,108
1,+,99,=,100
42,-,31,=,11
34,/,1,=,34
71,-,28,=,43
3,/,1,=,3
97,+,83,=,180
96,*,2,=,192
18,-,57,=,-39
20,*,68,=,1360
49,+,39,=,88
44,+,29,=,73
1,+,79,=,80
74,+,61,=,135
45,-,93,=,-48
40,*,33,=,1320
53,-,39,=,14
61,-,84,=,-23
47,/,1,=,47
58,/,58,=,1
81,+,77,=,158
35,/,35,=,1
8,+,42,=,50
33,-,7,=,26
36,*,96,=,3456
41,/,1,=,41
66,/,11,=,6
30,/,1,=,30
30,+,99,=,129
25,+,59,=,84
61,*,85,=,5185
66,*,32,=,2112
55,/,55,=,1
83,/,1,=,83
70,/,7,=,10
22,+,62,=,84
43,*,45,=,1935
60,/,2,=,30
79,*,9,=,711
64,+,27,=,91
37,*,41,=,1517
25,*,83,=,2075
51,+,49,=,100
96,/,8,=,12
26,+,12,=,38
89,-,68,=,21
96,/,96,=,1
68,/,1,=,68
75,+,79,=,154
47,*,49,=,2303
45,/,5,=,9
71,*,35,=,2485
21,+,7,=,28
92,/,2,=,46
70,*,67,=,4690
81,-,61,=,20
23,+,29,=,52
75,/,15,=,5
90,-,21,=,69
93,-,57,=,36
68,+,48,=,116
33,*,82,=,2706
5,/,1,=,5
13,-,45,=,-32
17,/,1,=,17
11,*,94,=,1034
52,-,96,=,-44
31,+,71,=,102
60,-,47,=,13
2,/,2,=,1
90,*,44,=,3960
13,-,88,=,-75
72,/,8,=,9
5,*,9,=,45
69,/,3,=,23
35,-,43,=,-8
28,-,24,=,4
57,/,1,=,57
10,+,52,=,62
21,-,32,=,-11
58,+,64,=,122
1,/,1,=,1
17,*,71,=,1207
18,*,72,=,1296
58,-,98,=,-40
19,-,78,=,-59
17,+,55,=,72
84,+,47,=,131
89,*,91,=,8099
92,-,9,=,83
86,+,37,=,123
36,/,2,=,18
100,*,27,=,2700
14,/,7,=,2
42,-,75,=,-33
58,*,80,=,4640
25,-,62,=,-37
8,/,4,=,2
8,/,2,=,4
15,+,89,=,104
92,*,26,=,2392
65,-,10,=,55
57,*,34,=,1938
20,*,56,=,1120
72,-,14,=,58
8,*,42,=,336
99,-,27,=,72
34,-,34,=,0
57,-,37,=,20
95,+,68,=,163
16,-,98,=,-82
55,+,14,=,69
35,+,94,=,129
1,*,54,=,54
71,-,54,=,17
6,*,25,=,150
49,+,44,=,93
54,+,6,=,60
69,/,1,=,69
36,-,61,=,-25
40,+,94,=,134
29,/,1,=,29
89,-,65,=,24
92,/,2,=,46
88,*,87,=,7656
76,+,23,=,99
50,*,22,=,1100
65,-,29,=,36
50,*,69,=,3450
25,*,2,=,50
6,-,69,=,-63
70,/,35,=,2
9,-,90,=,-81
50,+,20,=,70
44,*,51,=,2244
100,/,25,=,4
88,*,5,=,440
19,/,1,=,19
43,+,26,=,69
55,-,14,=,41
27,-,12,=,15
45,/,45,=,1
13,+,33,=,46
30,-,30,=,0
25,+,86,=,111
1,-,37,=,-36
39,-,95,=,-56
57,+,95,=,152
82,-,52,=,30
31,*,37,=,1147
63,/,9,=,7
84,*,44,=,3696
6,+,90,=,96
59,+,92,=,151
34,*,84,=,2856
13,-,55,=,-42
17,-,93,=,-76
37,/,1,=,37
99,/,3,=,33
51,-,44,=,7
57,*,77,=,4389
18,*,75,=,1350
47,*,86,=,4042
34,-,71,=,-37
22,/,11,=,2
79,-,34,=,45
35,+,44,=,79
6,/,6,=,1
72,+,89,=,161
61,*,1,=,61
93,*,56,=,5208
75,-,52,=,23
20,-,31,=,-11
83,/,1,=,83
86,-,96,=,-10
33,+,18,=,51
16,/,1,=,16
31,+,50,=,81
85,/,85,=,1
34,*,56,=,1904
56,+,36,=,92
28,/,2,=,14
86,+,68,=,154
9,+,49,=,58
57,-,12,=,45
9,*,36,=,324
29,*,48,=,1392
10,*,38,=,380
73,-,44,=,29
55,*,32,=,1760
65,+,44,=,109
60,+,95,=,155
61,-,94,=,-33
97,-,93,=,4
10,*,60,=,600
41,-,1,=,40
45,/,5,=,9
82,-,91,=,-9
71,-,22,=,49
46,+,5,=,51
42,/,2,=,21
25,-,92,=,-67
44,+,21,=,65
86,-,68,=,18
46,/,23,=,2
27,*,35,=,945
40,+,86,=,126
11,-,82,=,-71
41,+,87,=,128
38,-,57,=,-19
64,*,21,=,1344
88,-,8,=,80
23,*,13,=,299
92,*,36,=,3312
96,-,15,=,81
40,*,28,=,1120
29,/,29,=,1
53,+,89,=,142
31,*,91,=,2821
66,*,24,=,1584
3,-,61,=,-58
38,*,96,=,3648
84,-,41,=,43
40,+,55,=,95
65,+,72,=,137
69,/,23,=,3
33,+,16,=,49
48,-,96,=,-48
45,/,45,=,1
6,+,19,=,25
55,+,69,=,124
92,*,29,=,2668
26,*,59,=,1534
26,+,12,=,38
39,/,13,=,3
60,-,34,=,26
79,-,25,=,54
53,/,53,=,1
56,+,15,=,71
41,/,41,=,1
85,-,95,=,-10
62,+,85,=,147
12,-,18,=,-6
13,-,2,=,11
98,-,27,=,71
82,+,68,=,150
50,/,5,=,10
73,-,94,=,-21
17,+,40,=,57
100,*,40,=,4000
57,/,19,=,3
79,-,61,=,18
8,+,14,=,22
47,+,8,=,55
26,/,13,=,2
68,+,52,=,120
78,-,98,=,-20
95,*,8,=,760
43,/,43,=,1
63,-,57,=,6
10,*,84,=,840
9,/,1,=,9
17,/,17,=,1
98,+,3,=,101
37,/,1,=,37
32,-,29,=,3
33,*,4,=,132
20,/,5,=,4
28,/,28,=,1
25,/,1,=,25
54,*,6,=,324
23,+,27,=,50
99,*,53,=,5247
18,-,83,=,-65
7,-,72,=,-65
37,+,96,=,133
67,-,75,=,-8
59,/,1,=,59
22,+,5,=,27
45,+,95,=,140
11,*,25,=,275
85,-,11,=,74
48,*,83,=,3984
22,/,11,=,2
1,*,96,=,96
13,-,76,=,-63
82,*,59,=,4838
15,+,91,=,106
27,/,27,=,1
26,+,59,=,85
47,/,1,=,47
17,/,17,=,1
89,+,43,=,132
93,-,8,=,85
50,*,54,=,2700
79,-,99,=,-20
66,/,1,=,66
36,*,71,=,2556
77,+,67,=,144
17,*,42,=,714
31,*,11,=,341
80,+,31,=,111
53,-,100,=,-47
77,/,1,=,77
32,-,91,=,-59
39,/,3,=,13
90,/,9,=,10
1,/,1,=,1
28,+,15,=,43
98,-,99,=,-1
42,-,23,=,19
23,-,25,=,-2
86,-,58,=,28
55,+,98,=,153
49,*,10,=,490
3,*,61,=,183
95,*,57,=,5415
34,/,2,=,17
37,/,1,=,37
69,*,49,=,3381
23,*,1,=,23
83,*,5,=,415
9,-,56,=,-47
36,/,18,=,2
41,-,74,=,-33
96,*,8,=,768
55,*,57,=,3135
8,*,15,=,120
94,+,99,=,193
88,+,27,=,115
17,/,1,=,17
62,+,40,=,102
93,/,31,=,3
78,/,13,=,6
40,+,55,=,95
44,/,44,=,1
58,-,57,=,1
1,/,1,=,1
48,/,16,=,3
65,+,28,=,93
71,*,18,=,1278
11,-,8,=,3
25,-,9,=,16
58,+,21,=,79
89,/,89,=,1
47,*,97,=,4559
77,*,51,=,3927
30,*,23,=,690
38,+,57,=,95
92,*,39,=,3588
11,*,85,=,935
35,+,93,=,128
79,-,18,=,61
3,+,44,=,47
62,+,23,=,85
14,*,5,=,70
27,+,71,=,98
1,-,1,=,0
38,-,7,=,31
51,/,3,=,17
54,/,3,=,18
72,*,75,=,5400
96,-,96,=,0
31,-,96,=,-65
92,/,92,=,1
61,*,15,=,915
5,*,80,=,400
94,-,27,=,67
49,*,6,=,294
77,+,80,=,157
85,+,67,=,152
36,/,1,=,36
86,+,37,=,123
25,*,53,=,1325
19,+,3,=,22
35,-,52,=,-17
41,-,78,=,-37
2,+,40,=,42
96,*,81,=,7776
80,-,46,=,34
34,*,84,=,2856
97,+,39,=,136
44,+,19,=,63
58,+,11,=,69
28,/,14,=,2
57,/,19,=,3
12,+,41,=,53
17,/,17,=,1
41,*,69,=,2829
38,-,95,=,-57
36,+,81,=,117
62,-,41,=,21
70,/,14,=,5
33,*,27,=,891
15,*,82,=,1230
71,/,71,=,1
29,/,29,=,1
13,+,45,=,58
74,*,60,=,4440
90,-,16,=,74
70,*,51,=,3570
38,-,93,=,-55
21,-,66,=,-45
52,/,26,=,2
32,-,16,=,16
50,-,59,=,-9
32,/,8,=,4
28,+,62,=,90
78,/,3,=,26
26,-,72,=,-46
2,+,25,=,27
42,/,1,=,42
93,/,3,=,31
68,-,8,=,60
62,-,16,=,46
93,*,3,=,279
71,*,58,=,4118
84,-,50,=,34
93,-,97,=,-4
89,*,19,=,1691
62,*,1,=,62
23,+,15,=,38
92,/,2,=,46
3,+,53,=,56
40,/,10,=,4
34,-,74,=,-40
49,-,35,=,14
5,*,47,=,235
15,+,51,=,66
15,-,100,=,-85
22,/,22,=,1
16,-,11,=,5
30,/,6,=,5
96,*,35,=,3360
78,/,2,=,39
83,-,55,=,28
62,-,70,=,-8
100,*,18,=,1800
65,/,65,=,1
98,-,19,=,79
25,*,94,=,2350
49,/,1,=,49
30,-,53,=,-23
28,-,47,=,-19
64,/,16,=,4
35,/,35,=,1
70,+,47,=,117
33,-,9,=,24
68,+,71,=,139
35,+,25,=,60
5,/,1,=,5
36,*,52,=,1872
20,*,40,=,800
30,*,15,=,450
83,-,19,=,64
13,-,96,=,-83
78,/,1,=,78
55,*,16,=,880
21,/,3,=,7
98,-,11,=,87
52,-,80,=,-28
92,+,3,=,95
64,-,4,=,60
87,/,3,=,29
41,+,83,=,124
70,/,35,=,2
12,*,48,=,576
41,*,53,=,2173
55,-,35,=,20
87,+,19,=,106
58,/,58,=,1
10,*,19,=,190
34,/,34,=,1
8,/,1,=,8
91,/,13,=,7
39,+,50,=,89
87,-,79,=,8
77,-,66,=,11
47,+,48,=,95
91,+,38,=,129
23,*,51,=,1173
50,*,97,=,4850
77,/,1,=,77
87,+,71,=,158
92,*,45,=,4140
53,+,47,=,100
40,*,100,=,4000
77,*,36,=,2772
71,*,74,=,5254
19,-,23,=,-4
43,/,43,=,1
83,+,70,=,153
88,/,88,=,1
5,/,1,=,5
26,+,61,=,87
50,-,10,=,40
53,*,23,=,1219
79,-,82,=,-3
98,/,49,=,2
24,+,22,=,46
85,-,66,=,19
39,+,84,=,123
74,/,74,=,1
75,/,5,=,15
81,/,3,=,27
38,-,38,=,0
89,/,1,=,89
41,*,13,=,533
80,-,2,=,78
96,*,70,=,6720
71,*,25,=,1775
43,-,98,=,-55
70,*,84,=,5880
58,+,87,=,145
26,+,97,=,123
91,+,95,=,186
50,/,1,=,50
65,*,3,=,195
91,*,72,=,6552
11,+,5,=,16
13,/,13,=,1
59,*,29,=,1711
17,+,52,=,69
72,*,38,=,2736
72,*,62,=,4464
20,-,34,=,-14
46,/,46,=,1
95,*,80,=,7600
96,+,69,=,165
38,-,52,=,-14
89,+,79,=,168
59,+,99,=,158
99,*,52,=,5148
61,/,61,=,1
77,+,12,=,89
92,-,33,=,59
96,+,67,=,163
63,-,86,=,-23
50,/,1,=,50
22,*,44,=,968
61,/,61,=,1
22,+,60,=,82
24,-,89,=,-65
22,+,84,=,106
34,/,2,=,17
9,+,53,=,62
83,+,31,=,114
69,+,48,=,117
92,+,89,=,181
46,*,80,=,3680
90,*,74,=,6660
69,*,30,=,2070
59,-,21,=,38
93,+,42,=,135
75,/,75,=,1
24,+,97,=,121
52,-,2,=,50
58,+,80,=,138
56,/,14,=,4
41,+,62,=,103
74,-,39,=,35
24,-,20,=,4
66,+,9,=,75
85,/,85,=,1
26,-,41,=,-15
35,/,1,=,35
66,/,33,=,2
34,+,36,=,70
89,-,21,=,68
37,+,55,=,92
93,+,94,=,187
63,*,69,=,4347
27,/,3,=,9
32,+,63,=,95
10,-,68,=,-58
77,+,34,=,111
80,-,46,=,34
6,*,49,=,294
35,*,15,=,525
22,/,11,=,2
10,+,85,=,95
70,+,94,=,164
18,+,72,=,90
13,-,12,=,1
76,+,21,=,97
77,/,1,=,77
36,*,23,=,828
74,+,20,=,94
16,*,33,=,528
7,-,90,=,-83
38,-,79,=,-41
74,+,31,=,105
57,+,46,=,103
47,/,1,=,47
8,*,59,=,472
47,-,13,=,34
37,-,77,=,-40
81,/,1,=,81
32,+,64,=,96
19,/,19,=,1
38,-,66,=,-28
25,+,74,=,99
61,/,1,=,61
47,*,39,=,1833
89,/,89,=,1
26,-,8,=,18
63,-,21,=,42
76,*,9,=,684
70,+,51,=,121
41,+,7,=,48
18,/,18,=,1
79,-,47,=,32
39,/,3,=,13
99,-,10,=,89
90,*,52,=,4680
3,-,98,=,-95
31,-,96,=,-65
77,/,7,=,11
54,/,1,=,54
85,/,17,=,5
37,*,80,=,2960
96,/,6,=,16
67,/,67,=,1
22,*,5,=,110
50,*,51,=,2550
68,/,17,=,4
79,-,75,=,4
51,+,46,=,97
68,-,15,=,53
37,+,84,=,121
6,+,47,=,53
8,/,8,=,1
12,/,1,=,12
82,+,42,=,124
23,*,15,=,345
88,+,37,=,125
92,/,92,=,1
47,/,1,=,47
33,-,9,=,24
46,+,72,=,118
14,*,4,=,56
69,/,69,=,1
1,-,96,=,-95
91,*,22,=,2002
25,/,1,=,25
18,-,54,=,-36
89,/,89,=,1
25,-,80,=,-55
49,*,17,=,833
79,/,79,=,1
55,+,35,=,90
76,-,33,=,43
32,/,16,=,2
24,-,90,=,-66
91,*,57,=,5187
23,*,94,=,2162
23,/,23,=,1
58,+,35,=,93
82,/,82,=,1
57,-,33,=,24
95,/,95,=,1
13,*,4,=,52
48,/,24,=,2
92,/,46,=,2
57,/,3,=,19
59,*,58,=,3422
90,+,56,=,146
54,/,18,=,3
52,-,38,=,14
11,/,1,=,11
12,*,18,=,216
73,+,28,=,101
73,-,98,=,-25
53,-,95,=,-42
84,*,67,=,5628
44,/,1,=,44
9,*,94,=,846
8,+,12,=,20
99,/,99,=,1
69,*,83,=,5727
80,*,64,=,5120
62,/,1,=,62
22,*,38,=,836
7,*,49,=,343
27,*,19,=,513
75,*,18,=,1350
91,/,13,=,7
65,+,39,=,104
43,+,24,=,67
80,*,70,=,5600
71,/,1,=,71
2,-,24,=,-22
6,-,91,=,-85
90,+,7,=,97
53,*,16,=,848
2,*,71,=,142
57,*,4,=,228
51,/,51,=,1
46,/,46,=,1
25,-,49,=,-24
31,-,4,=,27
68,/,1,=,68
30,/,1,=,30
79,/,1,=,79
61,-,15,=,46
77,-,2,=,75
71,+,55,=,126
73,-,99,=,-26
9,-,73,=,-64
63,+,15,=,78
16,*,20,=,320
95,-,97,=,-2
46,/,2,=,23
9,*,39,=,351
53,*,16,=,848
30,+,26,=,56
64,+,53,=,117
66,*,25,=,1650
15,+,14,=,29
40,-,64,=,-24
8,*,21,=,168
57,+,46,=,103
9,-,92,=,-83
18,+,86,=,104
64,+,20,=,84
75,*,86,=,6450
100,+,88,=,188
84,/,1,=,84
70,/,2,=,35
80,*,58,=,4640
60,+,27,=,87
7,+,36,=,43
46,-,42,=,4
58,-,99,=,-41
81,*,94,=,7614
87,/,3,=,29
93,*,63,=,5859
24,/,6,=,4
39,-,29,=,10
41,+,66,=,107
68,*,100,=,6800
89,+,73,=,162
24,+,43,=,67
84,/,6,=,14
1,-,5,=,-4
6,-,10,=,-4
12,*,50,=,600
65,-,10,=,55
17,/,1,=,17
35,*,98,=,3430
44,*,38,=,1672
48,+,39,=,87
46,/,2,=,23
51,-,80,=,-29
24,-,84,=,-60
41,-,21,=,20
74,-,5,=,69
81,-,98,=,-17
51,*,40,=,2040
39,*,36,=,1404
13,+,83,=,96
55,/,5,=,11
17,-,33,=,-16
51,-,76,=,-25
71,+,80,=,151
92,+,28,=,120
6,+,87,=,93
14,-,78,=,-64
38,/,2,=,19
90,+,78,=,168
50,-,51,=,-1
59,/,59,=,1
26,*,92,=,2392
13,+,91,=,104
88,/,11,=,8
79,-,28,=,51
79,-,79,=,0
26,/,1,=,26
83,*,83,=,6889
56,+,73,=,129
83,+,16,=,99
99,*,90,=,8910
63,*,43,=,2709
29,-,27,=,2
8,/,8,=,1
100,/,1,=,100
31,-,73,=,-42
12,-,95,=,-83
22,-,72,=,-50
43,+,77,=,120
78,/,6,=,13
95,/,19,=,5
36,-,14,=,22
83,+,83,=,166
46,-,9,=,37
22,/,1,=,22
91,/,13,=,7
52,/,26,=,2
72,*,32,=,2304
1,-,24,=,-23
14,+,80,=,94
12,/,4,=,3
24,*,75,=,1800
84,*,84,=,7056
71,/,1,=,71
57,*,46,=,2622
28,*,6,=,168
2,-,59,=,-57
100,*,98,=,9800
55,/,1,=,55
85,+,19,=,104
23,*,73,=,1679
66,+,95,=,161
4,+,8,=,12
94,/,94,=,1
47,*,17,=,799
39,*,50,=,1950
39,-,100,=,-61
32,-,14,=,18
63,/,7,=,9
88,+,44,=,132
4,+,91,=,95
17,-,48,=,-31
78,-,24,=,54
69,*,44,=,3036
21,/,3,=,7
55,/,11,=,5
39,*,93,=,3627
83,/,83,=,1
7,/,7,=,1
20,*,96,=,1920
50,-,74,=,-24
48,*,39,=,1872
40,-,7,=,33
96,*,13,=,1248
19,/,19,=,1
49,*,27,=,1323
3,+,54,=,57
26,/,2,=,13
60,+,22,=,82
19,+,25,=,44
11,/,11,=,1
81,-,80,=,1
100,/,25,=,4
22,/,2,=,11
13,-,67,=,-54
39,-,43,=,-4
8,*,5,=,40
66,+,4,=,70
51,+,24,=,75
48,*,29,=,1392
97,*,63,=,6111
43,*,47,=,2021
86,/,86,=,1
38,-,50,=,-12
30,*,1,=,30
55,*,41,=,2255
91,*,99,=,9009
4,/,4,=,1
64,/,4,=,16
88,-,34,=,54
67,+,87,=,154
56,+,22,=,78
33,-,13,=,20
5,-,17,=,-12
16,+,40,=,56
86,+,54,=,140
42,+,58,=,100
92,-,5,=,87
25,/,1,=,25
37,/,37,=,1
78,+,28,=,106
23,-,43,=,-20
17,*,32,=,544
15,*,15,=,225
45,/,9,=,5
9,-,51,=,-42
44,/,44,=,1
10,/,1,=,10
28,-,4,=,24
5,/,5,=,1
53,/,53,=,1
74,-,29,=,45
30,*,96,=,2880
58,*,55,=,3190
96,+,17,=,113
10,-,100,=,-90
40,+,100,=,140
65,+,97,=,162
23,*,73,=,1679
69,*,77,=,5313
95,-,27,=,68
23,+,36,=,59
41,-,47,=,-6
45,/,45,=,1
41,*,27,=,1107
14,/,14,=,1
21,-,15,=,6
6,*,94,=,564
10,/,1,=,10
89,+,9,=,98
57,-,36,=,21
53,-,11,=,42
35,*,92,=,3220
39,-,45,=,-6
22,+,88,=,110
59,*,94,=,5546
44,*,92,=,4048
27,-,77,=,-50
76,+,84,=,160
78,/,1,=,78
36,*,28,=,1008
36,-,10,=,26
49,-,47,=,2
46,/,46,=,1
98,/,98,=,1
46,+,40,=,86
56,-,47,=,9
13,*,35,=,455
98,+,99,=,197
42,-,65,=,-23
10,+,5,=,15
19,+,88,=,107
68,-,61,=,7
35,/,1,=,35
63,/,9,=,7
21,*,67,=,1407
11,+,13,=,24
95,-,88,=,7
17,/,17,=,1
96,*,81,=,7776
60,-,90,=,-30
44,+,7,=,51
52,*,9,=,468
31,+,10,=,41
27,/,27,=,1
73,+,37,=,110
79,*,7,=,553
95,-,51,=,44
44,+,36,=,80
77,/,77,=,1
73,/,1,=,73
46,-,86,=,-40
48,/,8,=,6
79,/,79,=,1
46,/,1,=,46
48,*,11,=,528
7,*,58,=,406
92,+,64,=,156
91,+,99,=,190
45,+,98,=,143
73,-,46,=,27
26,*,40,=,1040
46,/,2,=,23
84,/,7,=,12
63,-,2,=,61
32,/,8,=,4
72,-,50,=,22
29,-,35,=,-6
35,/,1,=,35
79,/,1,=,79
79,+,97,=,176
19,/,19,=,1
63,*,31,=,1953
61,+,96,=,157
32,-,63,=,-31
53,*,42,=,2226
22,*,48,=,1056
43,-,3,=,40
74,+,73,=,147
10,*,49,=,490
25,-,27,=,-2
95,-,67,=,28
20,+,94,=,114
47,*,61,=,2867
100,-,33,=,67
68,*,39,=,2652
80,-,27,=,53
50,*,42,=,2100
4,/,2,=,2
70,+,69,=,139
13,+,11,=,24
53,-,43,=,10
14,+,73,=,87
27,*,96,=,2592
33,*,5,=,165
56,*,73,=,4088
46,+,17,=,63
70,/,10,=,7
20,*,91,=,1820
18,+,16,=,34
17,-,10,=,7
78,-,66,=,12
43,-,17,=,26
2,-,33,=,-31
82,-,1,=,81
30,*,20,=,600
78,+,65,=,143
93,/,1,=,93
86,+,56,=,142
32,+,76,=,108
29,/,1,=,29
55,/,11,=,5
72,/,2,=,36
80,*,74,=,5920
51,+,20,=,71
25,*,6,=,150
62,*,95,=,5890
81,*,29,=,2349
2,/,1,=,2
51,*,2,=,102
7,*,59,=,413
21,+,21,=,42
31,*,93,=,2883
47,*,71,=,3337
69,-,8,=,61
84,-,14,=,70
69,-,52,=,17
48,/,2,=,24
91,*,34,=,3094
31,+,14,=,45
5,-,88,=,-83
42,/,14,=,3
100,*,21,=,2100
19,-,60,=,-41
41,*,14,=,574
49,/,1,=,49
28,+,59,=,87
74,*,54,=,3996
55,*,58,=,3190
48,/,2,=,24
73,*,90,=,6570
42,*,52,=,2184
8,+,85,=,93
70,/,35,=,2
57,+,33,=,90
76,+,21,=,97
53,-,65,=,-12
87,+,99,=,186
51,/,17,=,3
21,+,54,=,75
23,+,30,=,53
97,-,40,=,57
69,/,1,=,69
73,-,48,=,25
58,/,1,=,58
3,+,69,=,72
81,*,41,=,3321
40,+,85,=,125
22,/,2,=,11
97,*,54,=,5238
98,-,4,=,94
2,*,11,=,22
15,*,10,=,150
98,+,89,=,187
11,*,83,=,913
36,+,64,=,100
85,-,64,=,21
91,-,79,=,12
51,*,9,=,459
51,*,97,=,4947
85,*,67,=,5695
45,*,49,=,2205
7,/,7,=,1
68,/,2,=,34
14,-,94,=,-80
1,*,99,=,99
26,/,2,=,13
62,+,45,=,107
37,-,66,=,-29
55,+,54,=,109
41,*,41,=,1681
14,-,25,=,-11
60,*,44,=,2640
79,-,97,=,-18
36,+,70,=,106
32,+,15,=,47
19,/,19,=,1
14,*,3,=,42
43,/,1,=,43
48,/,8,=,6
64,*,77,=,4928
87,*,58,=,5046
12,/,2,=,6
32,/,8,=,4
9,+,48,=,57
3,-,17,=,-14
54,-,38,=,16
13,/,13,=,1
54,-,2,=,52
32,*,25,=,800
53,+,71,=,124
53,/,53,=,1
91,+,35,=,126
69,/,23,=,3
31,-,10,=,21
67,/,1,=,67
98,-,24,=,74
16,+,29,=,45
10,*,19,=,190
27,*,5,=,135
87,/,1,=,87
27,-,27,=,0
24,-,23,=,1
32,*,84,=,2688
45,*,65,=,2925
25,*,96,=,2400
90,*,90,=,8100
45,-,39,=,6
84,*,42,=,3528
96,*,85,=,8160
37,+,70,=,107
94,-,63,=,31
72,*,83,=,5976
58,*,76,=,4408
58,+,63,=,121
61,+,62,=,123
13,/,1,=,13
35,/,5,=,7
77,/,11,=,7
67,/,1,=,67
80,+,45,=,125
14,*,96,=,1344
29,+,75,=,104
62,/,62,=,1
75,*,9,=,675
22,-,90,=,-68
86,+,30,=,116
31,/,1,=,31
72,+,9,=,81
33,/,3,=,11
12,+,66,=,78
98,/,49,=,2
39,/,1,=,39
35,*,28,=,980
5,+,7,=,12
87,+,45,=,132
47,/,47,=,1
67,/,1,=,67
23,/,23,=,1
63,/,3,=,21
57,+,50,=,107
55,+,53,=,108
28,-,16,=,12
57,/,1,=,57
41,/,41,=,1
96,-,42,=,54
83,*,67,=,5561
78,+,96,=,174
3,/,1,=,3
68,-,28,=,40
94,-,86,=,8
60,+,58,=,118
66,/,11,=,6
43,+,81,=,124
44,+,80,=,124
8,+,81,=,89
57,/,57,=,1
88,+,75,=,163
54,-,50,=,4
88,*,54,=,4752
65,/,13,=,5
17,*,93,=,1581
15,+,33,=,48
97,-,39,=,58
52,-,23,=,29
40,-,95,=,-55
43,-,12,=,31
39,*,68,=,2652
6,+,50,=,56
15,*,91,=,1365
62,+,32,=,94
79,+,28,=,107
46,-,85,=,-39
14,*,34,=,476
43,-,49,=,-6
3,*,91,=,273
74,+,53,=,127
40,*,48,=,1920
74,-,82,=,-8
13,-,54,=,-41
77,/,77,=,1
31,*,31,=,961
21,*,54,=,1134
21,*,80,=,1680
76,*,57,=,4332
97,/,1,=,97
